codi municipi,descripcio municipi,codi ABS,descripcio ABS,codi RS,descripcio RS,codi SS,descripcio SS,codi localitat,descripcio localitat
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814701,CAL VICENTÓ
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814702,CAN MARCETÓ
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814703,CAN VINYALS
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814704,CASA BLANCA
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814705,FLORAFOU
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814706,LLUMBRERES
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814707,MAS DE LES AIGÜES
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814708,OASI
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814709,OLESA DE MONTSERRAT
8147,Olesa de Montserrat,168,Olesa de Montserrat,78,Barcelona,7831,Baix Llobregat Nord,814710,RIBES BLAVES
8148,Olivella,318,Garraf rural,78,Barcelona,7865,Alt Penedès-Garraf,814805,MORSELL
8148,Olivella,318,Garraf rural,78,Barcelona,7865,Alt Penedès-Garraf,814806,OLIVELLA
8148,Olivella,318,Garraf rural,78,Barcelona,7865,Alt Penedès-Garraf,814808,ZONA RESIDENCIAL D'OLIVELLA
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814800,OLIVELLA
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814801,CAL SURIÀ
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814802,COLINES
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814803,MAS MESTRE
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814804,MAS MILÀ
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814806,OLIVELLA
8148,Olivella,393,Ribes-Olivella,78,Barcelona,7865,Alt Penedès-Garraf,814807,PLANA NOVELLA
8149,Olost,185,Lluçanès,67,Catalunya Central,6745,Osona,814900,OLOST
8149,Olost,185,Lluçanès,67,Catalunya Central,6745,Osona,814901,OLOST
8149,Olost,185,Lluçanès,67,Catalunya Central,6745,Osona,814902,SANTA CREU DE JOTGLAR
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815000,ORÍS
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815001,CAN BRANQUES
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815002,COLÒNIA IMBERN
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815003,MAMBLA
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815004,SADERRA
8150,Orís,212,Sant Hipòlit de Voltregà,67,Catalunya Central,6745,Osona,815005,SANT GENÍS D'ORÍS
8151,Oristà,185,Lluçanès,67,Catalunya Central,6745,Osona,815100,ORISTÀ
8151,Oristà,185,Lluçanès,67,Catalunya Central,6745,Osona,815101,ORISTÀ
8151,Oristà,185,Lluçanès,67,Catalunya Central,6745,Osona,815102,RAVAL D'OLOST
8151,Oristà,185,Lluçanès,67,Catalunya Central,6745,Osona,815103,RAVAL DE SANT FELIU
8151,Oristà,185,Lluçanès,67,Catalunya Central,6745,Osona,815104,TORRE D'ORISTÀ
8152,Orpí,131,Anoia Rural,67,Catalunya Central,6735,Anoia,815200,ORPÍ
8152,Orpí,131,Anoia Rural,67,Catalunya Central,6735,Anoia,815201,CAN BOU
8152,Orpí,131,Anoia Rural,67,Catalunya Central,6735,Anoia,815202,CAN MONTSERRAT
8152,Orpí,131,Anoia Rural,67,Catalunya Central,6735,Anoia,815203,ORPÍ
8152,Orpí,131,Anoia Rural,67,Catalunya Central,6735,Anoia,815204,SANTA CÀNDIA
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815300,ÒRRIUS
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815301,CLARÀ
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815302,MIRADOR
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815303,ÒRRIUS
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815304,PLAÇA
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815305,PRAT
8153,Òrrius,10,Argentona,78,Barcelona,7867,Barcelonès Nord i Maresme,815306,SANT ANDREU
8154,Pacs del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,815400,PACS DEL PENEDÈS
8154,Pacs del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,815401,PACS DEL PENEDÈS
8154,Pacs del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,815402,SERRA
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815500,PALAFOLLS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815501,CA L'ESTIU
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815502,CAN JORDÀ
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815503,CASA GRAN
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815504,CASANONS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815505,CIUTADELLA
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815506,CIUTAT JARDÍ
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815507,MAR I COSTA
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815508,MAS CARBÓ
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815509,MAS PRATS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815510,MAS REIXAC
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815511,MAS ROQUET
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815512,PALAFOLLS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815513,RIERA D'EN JORDÀ
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815514,RIERA DE REIXAC
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815515,SANTA MARIA
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815516,SANT GENÍS DE PALAFOLLS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815517,SANT LLUÍS
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815518,TRONC VELL
8155,Palafolls,143,Malgrat de Mar,64,Girona,6462,Girona Sud,815519,VALLPLANA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815600,PALAU-SOLITÀ I PLEGAMANS
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815601,CAN BURGUERS
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815602,CAN CLADELLES
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815603,CAN CLAPERS
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815604,CAN CORTÈS NORD
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815605,CAN CORTÈS SUD
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815606,CAN DURAN
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815607,CAN FALGUERA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815608,CAN MAIOL
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815609,CAN PERERA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815610,CAN RIERA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815611,CARRER DE BAIX
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815612,CARRER DE DALT
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815613,CASERIU JORNET
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815614,CASES NOVES
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815615,CASTELL
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815616,MONTJUÏC
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815617,PALAU INDUSTRIAL
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815618,PEDRA LLARGA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815619,PINEDA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815620,PINS
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815621,RIERA DE CALDES INDUSTRIAL
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815622,RIERA DE CALDES RESIDENCIAL
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815623,SAGRERA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815624,SANTA MAGDALENA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815625,SANTA MARIA DE GALLECS
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815626,SANT ROC
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815627,SERRA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815628,TENDA NOVA
8156,Palau-Solità i Plegamans,391,Palau-Solità i Plegamans,78,Barcelona,7842,Vallès Oriental,815629,TURONS
8157,Pallejà,367,Pallejà,78,Barcelona,7831,Baix Llobregat Nord,815700,PALLEJÀ
8157,Pallejà,367,Pallejà,78,Barcelona,7831,Baix Llobregat Nord,815701,FONTPINEDA
8157,Pallejà,367,Pallejà,78,Barcelona,7831,Baix Llobregat Nord,815702,MAGINA
8157,Pallejà,367,Pallejà,78,Barcelona,7831,Baix Llobregat Nord,815703,PALLEJÀ
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815800,PAPIOL
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815801,CAN PUIG
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815802,PAPIOL
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815803,PAPIOL DE BAIX
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815804,PI DEL BALÇ
8158,El Papiol,160,Molins de Rei,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,815805,PUIGMADRONA
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815900,PARETS DEL VALLÈS
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815901,CAN CERDANET
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815902,CAN GOSC
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815903,CAN MASSOT
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815904,CAN PEPET
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815905,CAN RIERA
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815906,CAN VOLART
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815907,EIXAMPLE
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815908,EIXAMPLE INDUSTRIAL
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815909,ESCORXADOR
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815910,PARETS DEL VALLÈS
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815911,POLÍGON INDUSTRIAL DE LLEVANT
8159,Parets del Vallès,175,Parets del Vallès,78,Barcelona,7842,Vallès Oriental,815912,SECTOR DE L'AUTOPISTA
8160,Perafita,185,Lluçanès,67,Catalunya Central,6745,Osona,816000,PERAFITA
8160,Perafita,185,Lluçanès,67,Catalunya Central,6745,Osona,816001,PERAFITA
8161,Piera,218,Sant Sadurní d'Anoia,78,Barcelona,7865,Alt Penedès-Garraf,816114,FORTESA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816100,PIERA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816101,BADORC
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816102,BOSC DE L'ÀLIGA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816103,BOSCOS DE CAN MARTÍ
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816104,CAN BONASTRE
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816105,CAN BOU
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816106,CAN CAIROT
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816107,CAN CANALS DE MASBOVER
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816108,CAN CLARAMUNT
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816109,CAN CREIXELL
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816110,CAN MARTÍ DE L'ESTELA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816111,CAN MAS
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816112,CAN MATA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816113,CASTELL DE LA VENTOSA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816115,GRUA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816116,PIERA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816117,PLANA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816118,PORTELL
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816119,SANT JAUME SESOLIVERES
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816120,SANT JORDI
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816121,VALLBONICA
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816122,VENTA I CAN MUSSARRO
8161,Piera,338,Piera,67,Catalunya Central,6735,Anoia,816123,XORRIGUERA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816200,HOSTALETS DE PIEROLA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816201,BOSCOS DE CAN MARTÍ
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816202,CAN FORTIMARC
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816203,CAN FOSALBA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816204,CAN GRAS
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816205,CAN MARCET
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816206,CAN ROVIRA DE L'ESTELA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816207,CAN TÉRMENS
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816208,HOSTALETS DE PIEROLA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816209,PIEROLA
8162,Els Hostalets de Pierola,338,Piera,67,Catalunya Central,6735,Anoia,816210,SERRA ALTA
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816300,PINEDA DE MAR
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816301,CAN CARRERES
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816302,CAN CORNET
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816303,CAN FELIU DE MEROLA
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816304,CAN MORER
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816305,CREUS
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816306,MONTESSOL
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816307,PINEDA DE MAR
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816308,PINEMAR
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816309,POBLENOU
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816310,SANTA ANNA
8163,Pineda de Mar,325,Pineda,64,Girona,6462,Girona Sud,816311,ZONA INDUSTRIAL
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816400,PLA DEL PENEDÈS
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816401,AGUILERA
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816402,BONAVISTA
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816403,CAL JANES
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816404,EMPALME
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816405,MAS MORER
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816406,PARELLADES
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816407,PLA DEL PENEDÈS
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816408,PUJOLET
8164,El Pla del Penedès,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816409,SALA
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816500,POBLA DE CLARAMUNT
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816501,GARRIGUES
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816502,POBLA DE CLARAMUNT
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816503,RATA
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816504,RIGAT
8165,La Pobla de Claramunt,131,Anoia Rural,67,Catalunya Central,6735,Anoia,816505,XARÓ
8166,La Pobla de Lillet,130,Alt Berguedà,67,Catalunya Central,6763,Solsonès-Bages-Berguedà,816600,POBLA DE LILLET
8166,La Pobla de Lillet,130,Alt Berguedà,67,Catalunya Central,6763,Solsonès-Bages-Berguedà,816601,POBLA DE LILLET
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816700,POLINYÀ
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816701,CA N'OMET DE DALT
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816702,CAN VINYALS
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816703,"POLÍGON INDUSTRIAL DEL NORD-EST,"
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816704,POLÍGON INDUSTRIAL DEL SUD-EST
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816705,POLINYÀ
8167,Polinyà,392,Polinyà-Sentmenat,78,Barcelona,7844,Vallès Occidental Est,816706,SERRAMAURINA
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816800,PONTONS
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816801,CAL PONTONET
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816802,CAMPDÀSENS
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816803,CAN CENDRÓ
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816804,CAN PONÇ I ELS SOVALS
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816805,CAN SOLER DE ROSET
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816806,FONTS DE SANT BERNAT
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816807,PLANA DE LES TORRES
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816808,PONDEROSA
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816809,PONTONS
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816810,RIMBALDA
8168,Pontons,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,816811,SAPERA I EL MAS DE LA RIERA
8169,El Prat de Llobregat,182,El Prat de Llobregat 1,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816900,PRAT DE LLOBREGAT
8169,El Prat de Llobregat,182,El Prat de Llobregat 1,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816904,CAL SAIÓ
8169,El Prat de Llobregat,182,El Prat de Llobregat 1,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816907,ESTRUC
8169,El Prat de Llobregat,182,El Prat de Llobregat 1,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816910,MAS MATEU
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816900,PRAT DE LLOBREGAT
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816902,BARCELONETA
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816905,CAN CAMINS
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816909,GRANJA
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816911,PALMERES
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816912,POLÍGON INDUSTRIAL PRATENC
8169,El Prat de Llobregat,183,El Prat de Llobregat 2,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816914,RENFE I LA PAPERERA
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816900,PRAT DE LLOBREGAT
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816901,AEROPORT DEL PRAT
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816903,CA L'ALAIO
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816906,ENKALENE
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816908,FONDO D'EN PEIXO
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816915,SANT COSME
8169,El Prat de Llobregat,184,El Prat de Llobregat 3,78,Barcelona,7866,Baix Llobregat Centre-Litoral i l'Hospitalet de Llobregat,816916,SANT JORDI
8170,Els Prats de Rei,88,Calaf,67,Catalunya Central,6735,Anoia,817000,PRATS DE REI
8170,Els Prats de Rei,88,Calaf,67,Catalunya Central,6735,Anoia,817001,MANRESANA
8170,Els Prats de Rei,88,Calaf,67,Catalunya Central,6735,Anoia,817002,PRATS DE REI
8170,Els Prats de Rei,88,Calaf,67,Catalunya Central,6735,Anoia,817003,SEGUERS
8170,Els Prats de Rei,88,Calaf,67,Catalunya Central,6735,Anoia,817004,SOLANELLES
8171,Prats de Lluçanès,185,Lluçanès,67,Catalunya Central,6745,Osona,817100,PRATS DE LLUÇANÈS
8171,Prats de Lluçanès,185,Lluçanès,67,Catalunya Central,6745,Osona,817101,PRATS DE LLUÇANÈS
8172,Premià de Mar,186,Premià de Mar,78,Barcelona,7867,Barcelonès Nord i Maresme,817200,PREMIÀ DE MAR
8172,Premià de Mar,186,Premià de Mar,78,Barcelona,7867,Barcelonès Nord i Maresme,817201,PREMIÀ DE MAR
8174,Puigdàlber,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,817400,PUIGDÀLBER
8174,Puigdàlber,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,817401,BELLAVISTA
8174,Puigdàlber,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,817402,GORNER
8174,Puigdàlber,176,Penedès rural,78,Barcelona,7865,Alt Penedès-Garraf,817403,PUIGDÀLBER
8175,Puig-Reig,128,Baix Berguedà,67,Catalunya Central,6763,Solsonès-Bages-Berguedà,817500,PUIG-REIG
